id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,client_id,police_station,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,zone,junction,hour,day,month,day_of_week,weekend,duration_minutes,is_closed,is_resolved
FKID001518,unplanned,12.9771363,77.60867,0.0,0.0,"Cubbon Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Unknown,construction,False,2024-02-18 07:27:23.329000+00:00,,active,yes,2024-02-18 07:45:10.758036+00:00,drainage covered metal was broken,Unknown,Old Madras Road,High,None,Unknown,-1.0,2024-02-18 07:29:44.730686+00:00,1,Shivajinagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,7.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001519,unplanned,13.0017102,77.5836286,0.0,0.0,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",Unknown,others,False,2024-02-18 08:54:43.804000+00:00,,closed,yes,2024-02-18 09:02:56.614154+00:00,car weel puncture,Unknown,Bellary Road 1,High,None,Unknown,-1.0,2024-02-18 08:55:57.896369+00:00,1,Sadashivanagar,Unknown,12.9828467,77.58946,2024-02-18 09:02:56.613627+00:00,,Unknown,Unknown,8.0,18.0,2.0,6.0,1,325.0827,1,0
FKID001520,unplanned,13.0514402,77.5391192,0.0,0.0,"H Mount Estate Road, Prestige Kensington Gardens, HMT Industrial Estate, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",Unknown,tree_fall,False,2024-03-15 20:27:14.925000+00:00,,closed,yes,2024-03-15 21:16:09.902599+00:00,tree fall,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 20:27:55.187987+00:00,1,Jalahalli,Unknown,12.9828467,77.58946,2024-03-15 21:16:09.901861+00:00,,Unknown,Unknown,20.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001521,unplanned,13.0431583,77.551585,0.0,0.0,"Outer Ring Road, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",Unknown,vehicle_breakdown,False,2024-03-15 20:21:23.882000+00:00,,closed,yes,2024-03-15 22:35:47.901831+00:00,starting problem sir traffic no problem sir,lcv,ORR North 2,High,None,Unknown,-1.0,2024-03-15 20:22:21.906519+00:00,1,Jalahalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001522,unplanned,13.0161243,77.7092002,12.90508104,77.69509356,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)","1st Cross Road, Someshwara Layout, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",road_conditions,True,2024-02-18 08:03:00.968000+00:00,,closed,yes,2024-03-19 22:03:41.096064+00:00,hug traffic problem continue 6 month,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 08:05:55.569339+00:00,1,K.R. Pura,Unknown,12.9828467,77.58946,2024-03-19 22:03:41.095512+00:00,,Unknown,Unknown,8.0,18.0,2.0,6.0,1,325.0827,1,0
FKID001524,unplanned,12.9529092,77.5375841,0.0,0.0,"NH 275, Kavika Layout, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Unknown,vehicle_breakdown,False,2024-02-18 08:42:05.198000+00:00,,closed,yes,2024-02-18 11:35:47.802136+00:00,Normal traffic movement,lcv,West of Chord Road,High,None,Unknown,-1.0,2024-02-18 08:43:09.273246+00:00,1,Byatarayanapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,8.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001525,unplanned,13.0131433,77.5543167,0.0,0.0,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Unknown,pot_holes,False,2024-03-15 20:07:45.801000+00:00,,closed,yes,2024-03-30 21:37:32.054802+00:00,traffic slow moment sir,Unknown,West of Chord Road,High,None,Unknown,-1.0,2024-03-15 20:08:28.193454+00:00,1,Malleshwaram,Unknown,12.9828467,77.58946,2024-03-30 21:37:32.054260+00:00,,Unknown,Unknown,20.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001526,unplanned,12.9837639,77.6397066,0.0,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Unknown,vehicle_breakdown,False,2024-02-18 09:05:24.397000+00:00,,closed,yes,2024-02-18 11:35:47.817296+00:00,traffic movement normal,truck,Old Madras Road,High,goods carried,battery burn,15.0,2024-02-18 09:07:39.789491+00:00,1,Jeevanbheemanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,9.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001527,unplanned,13.0659031,77.5930966,0.0,0.0,"Bellary Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Unknown,vehicle_breakdown,False,2024-02-18 06:58:12.886000+00:00,,closed,yes,2024-02-18 09:35:48.170652+00:00,will be removed soon sir,truck,Bellary Road 2,High,milk,emty desel,0.0,2024-02-18 06:59:37.529439+00:00,1,Kodigehalli,Unknown,12.9828467,77.58946,,,Unknown,Unknown,6.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001528,unplanned,13.0223895,77.5846407,0.0,0.0,"Bellary Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,vehicle_breakdown,False,2024-02-18 07:20:45.447000+00:00,,closed,yes,2024-02-18 09:35:48.190674+00:00,vechile break down 30 mint's will be removed,ksrtc_bus,Bellary Road 1,High,None,Unknown,-1.0,2024-02-18 07:21:55.173621+00:00,1,R.T. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,7.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001529,unplanned,13.0223047,77.5846483,0.0,0.0,"5th Cross Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Unknown,vehicle_breakdown,False,2024-02-18 07:22:28.530000+00:00,,closed,yes,2024-02-18 09:35:48.219564+00:00,Unknown,ksrtc_bus,Bellary Road 1,High,None,Unknown,-1.0,2024-02-18 07:23:04.646971+00:00,1,R.T. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,7.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001530,unplanned,13.0852483,77.5535017,0.0,0.0,"Yelahanka Road, Stage 1, Aditya Nagar, Chikkabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",Unknown,vehicle_breakdown,False,2024-03-15 20:51:48.132000+00:00,,closed,yes,2024-03-15 23:08:39.970286+00:00,BMTC bus off road at major unnikrishnan towards [LOCATION] near HP petrol bunk MH palya sir,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 20:54:14.471875+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,2024-03-15 23:08:39.969702+00:00,,Unknown,Unknown,20.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001531,unplanned,13.0983107,77.5988056,0.0,0.0,"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,vehicle_breakdown,False,2024-02-18 19:33:37.001000+00:00,,closed,yes,2024-02-18 21:35:47.851390+00:00,Unknown,private_car,Bellary Road 2,High,None,Unknown,-1.0,2024-02-18 19:34:17.567217+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001532,unplanned,13.0453082,77.5083309,0.0,0.0,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,vehicle_breakdown,False,2024-03-15 18:36:38.325000+00:00,,closed,yes,2024-03-15 21:35:48.057521+00:00,Unknown,heavy_vehicle,Tumkur Road,High,None,Unknown,-1.0,2024-03-15 18:37:45.710322+00:00,1,Chikkabanavara,Unknown,12.9828467,77.58946,,,Unknown,Unknown,18.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001533,unplanned,13.0455943,77.5070291,0.0,0.0,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Unknown,vehicle_breakdown,False,2024-03-15 18:45:43.464000+00:00,,closed,yes,2024-03-15 21:35:48.087886+00:00,Unknown,bmtc_bus,Tumkur Road,High,None,Unknown,-1.0,2024-03-15 18:46:42.721208+00:00,1,Chikkabanavara,Unknown,12.9828467,77.58946,,,Unknown,Unknown,18.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001534,unplanned,12.9144561,77.5999649,0.0,0.0,"Bannerghatta Main Road, Gopalan Innovation Mall, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,vehicle_breakdown,False,2024-02-18 20:19:42.004000+00:00,,closed,yes,2024-02-18 21:24:03.670595+00:00,infront of [PERSON] lgv off road due to back wheel coming outside so traffic moving slowly from jayadeva under pass to [PERSON] sir,lcv,Bannerghata Road,High,None,Unknown,-1.0,2024-02-18 20:23:47.009908+00:00,1,Mico Layout,Unknown,12.9828467,77.58946,2024-02-18 21:24:03.670035+00:00,,Unknown,Unknown,20.0,18.0,2.0,6.0,1,325.0827,1,0
FKID001535,unplanned,12.9984315,77.5844271,0.0,0.0,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Unknown,others,False,2024-02-18 19:17:54.527000+00:00,,active,yes,2024-02-18 19:26:36.551182+00:00,traffic no problem,Unknown,Bellary Road 1,High,None,Unknown,-1.0,2024-02-18 19:21:25.183195+00:00,1,Sadashivanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001536,unplanned,12.91700531,77.67319232,0.0,0.0,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",Unknown,vehicle_breakdown,False,2024-02-18 18:58:21.829000+00:00,,closed,yes,2024-02-18 19:32:04.505518+00:00,Iblur towards Bellandur,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 18:59:38.015621+00:00,1,Bellandur,Unknown,12.9828467,77.58946,2024-02-18 19:32:04.504970+00:00,,Unknown,Unknown,18.0,18.0,2.0,6.0,1,325.0827,1,0
FKID001537,unplanned,13.0973785,77.5981659,0.0,0.0,"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,vehicle_breakdown,False,2024-03-15 18:58:03.760000+00:00,,closed,yes,2024-03-15 21:35:48.099164+00:00,Unknown,lcv,Bellary Road 2,High,None,Unknown,-1.0,2024-03-15 19:04:22.273007+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,,,Unknown,Unknown,18.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001538,unplanned,12.9529706,77.5413433,0.0,0.0,"KR Market Road, KR Market Road Junction, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Unknown,vehicle_breakdown,False,2024-02-18 20:17:08.293000+00:00,,closed,yes,2024-02-18 22:35:47.975217+00:00,break down,auto,Mysore Road,High,None,Unknown,-1.0,2024-02-18 20:18:31.374419+00:00,1,Byatarayanapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001539,unplanned,12.9166816,77.595007,0.0,0.0,"28th Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",Unknown,pot_holes,False,2024-03-15 21:18:02.873000+00:00,,active,yes,2024-03-15 21:26:40.170777+00:00,traffic problem,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 21:18:49.300211+00:00,1,J.P. Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001540,unplanned,12.916738,77.5950034,0.0,0.0,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",Unknown,pot_holes,False,2024-03-15 21:19:06.219000+00:00,,closed,yes,2024-03-18 02:17:43.491246+00:00,traffic problem,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 21:19:45.872335+00:00,1,Jayanagara,Unknown,12.9828467,77.58946,2024-03-18 02:17:43.490690+00:00,,Unknown,Unknown,21.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001541,unplanned,12.9768344,77.5861655,0.0,0.0,"Seshadri Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,vehicle_breakdown,False,2024-03-15 21:34:35.014000+00:00,,closed,yes,2024-03-15 23:35:48.111393+00:00,Unknown,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 21:36:02.885100+00:00,1,Halasuru Gate,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001542,unplanned,13.0111237,77.5837318,0.0,0.0,"Bellary Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Unknown,vehicle_breakdown,False,2024-03-15 19:54:02.998000+00:00,,closed,yes,2024-03-15 22:35:47.868670+00:00,10th main towords stock 15,lcv,Bellary Road 1,High,None,Unknown,-1.0,2024-03-15 19:58:24.919119+00:00,1,Sadashivanagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001543,unplanned,13.1038182,77.6007158,0.0,0.0,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",Unknown,vehicle_breakdown,False,2024-03-15 22:35:27.470000+00:00,,closed,no,2024-03-15 22:44:33.199640+00:00,Unknown,heavy_vehicle,Bellary Road 2,High,None,Unknown,-1.0,2024-03-15 22:36:35.575320+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,2024-03-15 22:44:31.705675+00:00,,Unknown,Unknown,22.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001544,unplanned,12.9103918,77.6269289,0.0,0.0,"Hosur Road, Siddappa Reddy Layout, Rupena Agrahara, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Unknown,vehicle_breakdown,False,2024-03-15 19:42:05.918000+00:00,,closed,yes,2024-03-15 22:35:47.850460+00:00,ರೂಪೇನಾ ಟುವಾರ್ಡ್ಸ್ ಬೊಮ್ಮನಹಳ್ಳಿ ತಮಿಳುನಾಡು ಬಸ್ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತೆ ಯಾವುದೇ ಟ್ರಾಫಿಕ್ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಸೈಡಲ್ಲಿ ಹಾಕಿಸುತ್ತೇನೆ,private_bus,Hosur Road,High,None,Unknown,-1.0,2024-03-15 19:46:02.251947+00:00,1,HSR Layout,Unknown,12.9828467,77.58946,,,Unknown,Unknown,19.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001545,unplanned,12.9889182,77.498997,0.0,0.0,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,vehicle_breakdown,False,2024-03-15 20:58:57.286000+00:00,,closed,yes,2024-03-15 23:35:48.086333+00:00,bh cross towards sunkadakatte bbmp cleaning vehicle off road city incoming side sir traffic normal sir,others,Magadi Road,High,None,Unknown,-1.0,2024-03-15 21:00:28.350135+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001546,unplanned,13.0010702,77.6120005,0.0,0.0,"Madhavaraya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Unknown,water_logging,False,2024-03-15 22:49:11.019000+00:00,,active,yes,2024-03-15 23:31:58.225575+00:00,drainage leakage and water logging .... traffic movement as usual same,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 22:53:09.499742+00:00,1,Pulikeshinagar(F.Town),Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001547,unplanned,12.958647,77.5552335,0.0,0.0,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,vehicle_breakdown,False,2024-03-15 23:00:51.904000+00:00,,closed,yes,2024-03-15 23:42:15.384794+00:00,vehicle starting problem towards city traffic slow moving sir..,heavy_vehicle,Mysore Road,High,None,Unknown,-1.0,2024-03-15 23:02:34.691288+00:00,1,Chamarajpet,Unknown,12.9828467,77.58946,2024-03-15 23:42:15.384231+00:00,,Unknown,Unknown,23.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001548,unplanned,12.9460623,77.4960791,0.0,0.0,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,vehicle_breakdown,False,2024-03-15 22:35:58.122000+00:00,,closed,yes,2024-03-16 00:42:27.129150+00:00,"BMTC Bus No. [VEHICLE] Off-road near [LOCATION] palya junction, mechanic arrived and repairing, traffic no problem",bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 22:38:19.738248+00:00,1,Jnanabharathi,Unknown,12.9828467,77.58946,2024-03-16 00:42:27.128518+00:00,,Unknown,Unknown,22.0,15.0,3.0,4.0,0,325.0827,1,0
FKID001549,unplanned,13.0345744,77.529696,0.0,0.0,"SRS Road, Pete Narasimhaiah Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,vehicle_breakdown,False,2024-03-15 21:45:25.252000+00:00,,closed,yes,2024-03-16 00:35:48.171122+00:00,",,,",heavy_vehicle,Tumkur Road,High,None,Unknown,-1.0,2024-03-15 21:46:32.297908+00:00,1,Yeshwanthpura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001550,unplanned,12.9827523,77.574609,0.0,0.0,"Padmabhushan Dr RK Srikantan Road, Police Quarters, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Unknown,vehicle_breakdown,False,2024-02-18 22:35:35.912000+00:00,,closed,yes,2024-02-19 00:35:47.791153+00:00,bmtc bus disal sensar problem traffic no problem,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 22:38:00.317100+00:00,1,Sheshadripuram,Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001551,unplanned,12.9982804,77.6634974,0.0,0.0,"Railway Line Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,vehicle_breakdown,False,2024-02-19 00:37:16.067000+00:00,,closed,yes,2024-02-19 02:19:36.596084+00:00,vehicle breakdown,bmtc_bus,ORR North 1,High,None,Unknown,-1.0,2024-02-19 00:39:16.388478+00:00,1,Banaswadi,Unknown,12.9828467,77.58946,2024-02-19 02:19:34.977563+00:00,,Unknown,Unknown,0.0,19.0,2.0,0.0,0,325.0827,1,0
FKID001552,unplanned,12.9756417,77.5357675,0.0,0.0,"Nagarabhavi Main Road, CHBS Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Unknown,pot_holes,False,2024-02-18 22:01:00.066000+00:00,,active,yes,2024-02-18 22:03:05.226126+00:00,pathu [PERSON],Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 22:01:50.904367+00:00,1,Vijayanagara,Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001553,unplanned,12.9390955,77.747372,0.0,0.0,"Varthur Main Road, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",Unknown,congestion,False,2024-02-18 23:14:01.073000+00:00,,closed,no,2024-02-19 01:35:48.227210+00:00,weekly vegitable market varthur traffic slow moving varthur to gunjur nd gunjur to varthur [PERSON] sir,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 23:14:44.540381+00:00,1,Whitefield,Unknown,12.9828467,77.58946,,,Unknown,Unknown,23.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001554,unplanned,12.9814826,77.5870684,0.0,0.0,"Park House Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,vehicle_breakdown,False,2024-02-19 00:01:28.781000+00:00,,closed,yes,2024-02-19 02:35:48.014952+00:00,Unknown,ksrtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-02-19 00:02:52.111099+00:00,1,Cubbon Park,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,19.0,2.0,0.0,0,325.0827,0,0
FKID001555,unplanned,12.9661888,77.5868203,0.0,0.0,"NH 275, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)",Unknown,vehicle_breakdown,False,2024-02-18 21:07:47.555000+00:00,,closed,no,2024-02-22 22:16:27.265671+00:00,Unknown,bmtc_bus,Mysore Road,High,None,Unknown,-1.0,2024-02-18 21:11:16.106852+00:00,1,Halasuru Gate,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,18.0,2.0,6.0,1,325.0827,0,0
FKID001556,unplanned,13.013796,77.5304516,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Dollar Scheme, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",Unknown,vehicle_breakdown,False,2024-03-15 21:50:46.370000+00:00,,closed,yes,2024-03-16 00:35:48.097555+00:00,ಇಂಜಿನ್ ಸಮಸ್ಯೆ,heavy_vehicle,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 21:51:51.019637+00:00,1,Rajajinagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,15.0,3.0,4.0,0,325.0827,0,0
FKID001557,unplanned,13.1328612,77.6158545,0.0,0.0,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)",Unknown,vehicle_breakdown,False,2024-02-19 00:27:13.536000+00:00,,closed,yes,2024-02-19 02:35:48.029540+00:00,Cab off road near [LOCATION] towards airport due to technical problem. It is in left side traffic movement is normal.,taxi,Bellary Road 2,High,None,Unknown,-1.0,2024-02-19 00:29:38.659557+00:00,1,Yelahanka,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,19.0,2.0,0.0,0,325.0827,0,0
FKID001558,unplanned,12.94561,77.4956717,0.0,0.0,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,vehicle_breakdown,False,2024-02-19 00:41:48.510000+00:00,,closed,no,2024-02-19 01:23:10.872137+00:00,mariyappanapalya main junction [LOCATION] bus break down towards ullala,bmtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-02-19 00:45:29.718829+00:00,1,Jnanabharathi,Unknown,12.9828467,77.58946,2024-02-19 01:23:10.871403+00:00,,Unknown,Unknown,0.0,19.0,2.0,0.0,0,325.0827,1,0
FKID001559,unplanned,12.9890857,77.5078147,0.0,0.0,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,vehicle_breakdown,False,2024-03-16 01:16:51.111000+00:00,,closed,yes,2024-03-16 01:34:49.215865+00:00,Due to Engine Boil BMTC bus [LOCATION]  traffic slow movement towards [PERSON],bmtc_bus,Magadi Road,High,None,Unknown,-1.0,2024-03-16 01:19:51.427325+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,2024-03-16 01:34:49.215151+00:00,,Unknown,Unknown,1.0,16.0,3.0,5.0,1,325.0827,1,0
FKID001560,unplanned,12.9888489,77.5081285,0.0,0.0,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,vehicle_breakdown,False,2024-03-16 01:15:37.317000+00:00,,closed,no,2024-03-16 01:37:27.059073+00:00,ashrya junction city outgoing side bmtc bus off road at magadi main road,bmtc_bus,Magadi Road,High,None,Unknown,-1.0,2024-03-16 01:22:07.733884+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,2024-03-16 01:37:25.494500+00:00,,Unknown,Unknown,1.0,16.0,3.0,5.0,1,325.0827,1,0
FKID001561,unplanned,12.9842561,77.5971135,0.0,0.0,"Vidhan Vidhi Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,vehicle_breakdown,False,2024-02-19 02:21:06.218000+00:00,,closed,yes,2024-02-19 04:35:47.970061+00:00,NO PROBLEM FOR TRAFFIC SIR,bmtc_bus,CBD 2,High,None,Unknown,-1.0,2024-02-19 02:22:23.840190+00:00,1,Cubbon Park,Unknown,12.9828467,77.58946,,,Unknown,Unknown,2.0,19.0,2.0,0.0,0,325.0827,0,0
FKID001562,unplanned,12.9779004,77.5490792,0.0,0.0,"Chord Road, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Unknown,vehicle_breakdown,False,2024-02-19 02:02:50.626000+00:00,,closed,yes,2024-02-19 04:35:47.999197+00:00,due to starting problem,bmtc_bus,West of Chord Road,High,None,Unknown,-1.0,2024-02-19 02:03:56.027975+00:00,1,Magadi Road,Unknown,12.9828467,77.58946,,,Unknown,Unknown,2.0,19.0,2.0,0.0,0,325.0827,0,0
FKID001563,unplanned,13.0203275,77.7095321,0.0,0.0,"MBT Road, Sri Ram Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",Unknown,vehicle_breakdown,False,2024-02-19 00:34:05.928000+00:00,,closed,yes,2024-02-19 02:35:48.060984+00:00,ಸರ್ ನಮಸ್ತೆ ಮೇಡಲ್ಲಿ ಮತ್ತು ಭಟ್ರಲ್ಲಿ ಮಧ್ಯ ಈ ಬಸ್ಸು ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಮೆಕಾನಿಕ್ ಬಂದು ರೆಡಿ ಮಾಡಬೇಕು ಅಂತ ತಿಳಿಸಿರುತ್ತಾರೆ,ksrtc_bus,Non-corridor,Low,None,Unknown,-1.0,2024-02-19 00:39:47.868214+00:00,1,K.R. Pura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,19.0,2.0,0.0,0,325.0827,0,0
FKID001564,unplanned,12.98872,77.508568,0.0,0.0,"8th Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Unknown,vehicle_breakdown,False,2024-03-16 02:00:18.474000+00:00,,closed,yes,2024-03-16 02:23:58.307105+00:00,ashrya junction near hyundai showroom ksrtc bus off road sir towards sunkadakatte sir,ksrtc_bus,Magadi Road,High,None,Unknown,-1.0,2024-03-16 02:02:32.664213+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,2024-03-16 02:23:58.306496+00:00,,Unknown,Unknown,2.0,16.0,3.0,5.0,1,325.0827,1,0
