id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,client_id,police_station,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,zone,junction,hour,day,month,day_of_week,weekend,duration_minutes,is_closed,is_resolved
FKID001685,planned,12.85687109,77.52988795,12.8765754,77.49318744,"NICE Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India","NICE Expressway, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:27:59.952239+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:23:10.608449+00:00,1,No Police Station,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001687,planned,12.88331909,77.54850021,12.85606855,77.52603296,"Frozen Bottle, 5, Swamy Vivekanandha Road, Thippasandra, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India","Karnataka State Sericulture Research & Development Institute, Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:31:19.988516+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:26:42.915320+00:00,1,Thalagattapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001691,planned,12.9940312,77.4888442,12.9940413,77.4888356,"Andhrahalli Main Road, Venkateshwara Layout, Bengaluru, Karnataka. Pin-560091 (India)","Andhrahalli Main Road, Venkateshwara Layout, Bengaluru, Karnataka. Pin-560091 (India)",public_event,True,2024-02-21 06:11:35.579000+00:00,2024-02-21 10:05:46+00:00,closed,yes,2024-02-21 10:35:48.132915+00:00,village festival,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-21 06:13:29.372012+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,,,Unknown,Unknown,6.0,21.0,2.0,2.0,0,234.17368333333334,0,0
FKID001721,planned,12.9697339,77.7009261,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-20 21:20:11.232000+00:00,2024-02-21 10:05:46+00:00,closed,yes,2024-02-21 10:35:48.100224+00:00,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to metro,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-20 21:25:22.601644+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,20.0,2.0,1.0,0,765.5794666666666,0,0
FKID001726,planned,12.9696105,77.7005267,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-03-16 21:05:58.586000+00:00,2024-03-17 10:05:46+00:00,closed,yes,2024-03-17 10:35:48.390055+00:00,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-03-16 21:06:39.904807+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,16.0,3.0,5.0,1,779.7902333333333,0,0
FKID001734,planned,13.01495345,77.65422187,13.01234994,77.64784308,"Banaswadi Main Road, Vijaya Bank Colony, HRBR Layout 1st Block, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India","Banaswadi Main Road, Banaswadi, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India",public_event,True,,2024-02-21 20:05:46+00:00,closed,yes,2024-02-21 20:35:47.886592+00:00,"[PERSON]
organizes the Brahma Rathotsava,
the festival of the palanquins of Sri
Kodandaramaswamy, and the
[PERSON] program.",Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-18 04:54:52.984172+00:00,1,Banaswadi,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001758,planned,12.9954628,77.6667978,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",Unknown,construction,False,2024-03-16 22:41:58.470000+00:00,2024-03-16 22:41:46+00:00,closed,yes,2024-03-16 23:35:48.078223+00:00,drainage cleaning for mmt down ramp,Unknown,ORR North 1,High,None,Unknown,-1.0,2024-03-16 22:43:33.144951+00:00,1,Mahadevapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,22.0,16.0,3.0,5.0,1,-0.20783333333333334,0,0
FKID001801,planned,12.87032563,77.65862134,12.870064,77.65345997,"Hosa Road, Chikkathoguru, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560100, India","Hosa Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560500, India",public_event,True,,2024-03-17 04:05:46+00:00,closed,yes,2024-03-17 04:05:46.016464+00:00,[PERSON] procession at Hosaroad and Channakesavanagar,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-15 03:37:30.395725+00:00,1,Electronic City,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001815,planned,12.9693675,77.7006326,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-21 21:00:45.002000+00:00,2024-02-22 10:05:46+00:00,closed,yes,2024-02-22 10:35:48.637737+00:00,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-21 21:01:40.441307+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,21.0,2.0,2.0,0,785.0166333333333,0,0
FKID001829,planned,12.9693195,77.7012098,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-22 20:55:29.337000+00:00,2024-02-23 10:05:46+00:00,closed,yes,2024-02-23 10:35:48.029736+00:00,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-22 20:56:50.705562+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,22.0,2.0,3.0,0,790.2777166666667,0,0
FKID001840,planned,12.9568175,77.7011908,12.9570478,77.7012818,"Marathahalli Underpass, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)","Marathahalli Underpass U Turn, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,True,2024-03-17 11:06:56.213000+00:00,2024-03-17 15:05:46+00:00,closed,yes,2024-03-17 15:35:47.589591+00:00,[LOCATION] work,Unknown,Varthur Road,High,None,Unknown,-1.0,2024-03-17 11:08:32.951500+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,11.0,17.0,3.0,6.0,1,238.82978333333332,0,0
FKID001857,planned,12.95876021,77.66366888,12.95850913,77.66493509,"Institute of Aerospace Medicine - IAM, Airport Departure Road, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India","Airport Departure Road, Vibhootipura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:05:46.024487+00:00,VVIP Movement,Unknown,Old Airport Road,High,None,Unknown,-1.0,2024-03-16 12:33:28.905790+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001864,planned,12.9363031,77.7054752,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Unknown,construction,False,2024-02-23 04:38:09.877000+00:00,2024-02-24 06:38:46+00:00,closed,yes,2024-02-23 04:49:58.027010+00:00,"[PERSON] WORK, traffic movement is slow sir",Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-23 04:39:50.271761+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,2024-02-23 04:40:26.783219+00:00,,Unknown,Unknown,4.0,23.0,2.0,4.0,0,1560.6020500000002,1,0
FKID001865,planned,12.9510377,77.5747268,0.0,0.0,"Jain Temple Road, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",Unknown,procession,False,2024-03-17 21:05:02.833000+00:00,2024-03-17 21:20:46+00:00,closed,yes,2024-03-17 21:35:48.072801+00:00,[PERSON] towords National College Ground Sir,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-17 21:06:23.510382+00:00,1,V.V.Puram (C.Pet),Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,17.0,3.0,6.0,1,15.71945,0,0
FKID001894,planned,12.9697729,77.7009022,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-23 21:08:23.073000+00:00,2024-02-24 10:05:46+00:00,closed,yes,2024-02-24 10:35:48.112225+00:00,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-23 21:10:09.620822+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,23.0,2.0,4.0,0,777.3821166666668,0,0
FKID001896,planned,12.88601305,77.50546757,12.87064152,77.48817715,"NICE Expressway, Banashankari 6th Stage - 7th Block, Banashankari 6th Stage, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India","NICE Expressway, Talagattapura, Badamanavarthekaval, Hemmigepura Gollahalli, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:19:39.878748+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:14:19.975300+00:00,1,Thalagattapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001925,planned,12.84974901,77.58841351,12.85023616,77.5816993,"Bannerghatta Road, Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India","NICE Road, Anjanapura 6th Block, Gottigere, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:05:46.008956+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 12:26:22.569349+00:00,1,Hulimavu,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001930,planned,12.969732,77.7005722,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-24 21:02:00.625000+00:00,2024-02-25 10:05:46+00:00,closed,yes,2024-02-25 10:35:48.316824+00:00,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-24 21:02:49.368419+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,24.0,2.0,5.0,1,783.75625,0,0
FKID001934,planned,12.8558344,77.52546483,12.88352617,77.54837117,"Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India","Kanakapura Road, Vajrahalli, Anjanapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:05:46.030034+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:30:00.005365+00:00,1,No Police Station,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001943,planned,13.0304134,77.5372098,13.0304247,77.5372192,"AH 47, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)","AH 47, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",construction,True,2024-02-25 00:34:02.743000+00:00,2024-02-25 00:40:46+00:00,closed,yes,2024-02-25 01:35:48.231295+00:00,Unknown,Unknown,Tumkur Road,High,None,Unknown,-1.0,2024-02-25 00:41:36.925439+00:00,1,Yeshwanthpura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,0.0,25.0,2.0,6.0,1,6.72095,0,0
FKID001965,planned,13.0208989,77.5283508,13.0210014,77.5282455,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)","100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)",construction,True,2024-02-25 05:46:50.367000+00:00,2024-02-25 00:48:46+00:00,closed,yes,2024-02-25 06:35:47.993664+00:00,vehicle diversion work bda at [LOCATION],Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-25 05:49:44.180427+00:00,1,Rajajinagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,5.0,25.0,2.0,6.0,1,-298.0727833333333,0,0
FKID001970,planned,12.90516945,77.4710541,12.90548859,77.46957329,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India","NICE Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:05:46.023948+00:00,Road Restriction for PM Visit,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-03-16 10:05:46.390631+00:00,1,Kengeri,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001979,planned,12.88032054,77.49681914,12.85859506,77.52794919,"NICE Expressway, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India","Kanakapura Road, Talagattapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560109, India",vip_movement,True,,2024-03-18 03:05:46+00:00,closed,yes,2024-03-18 03:24:39.912379+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:19:57.636725+00:00,1,Thalagattapura,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID001988,planned,12.97888794,77.59952643,0.0,0.0,"ಚಿನ್ನಸ್ವಾಮಿ ಕ್ರೀಡಾಂಗಣ, ಲಿಂಕ್ ರಸ್ತೆ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",Unknown,public_event,False,,2024-02-25 14:05:46+00:00,closed,yes,2024-02-25 14:05:46.017569+00:00,RCB vs DC - IPL Match at [LOCATION].,Unknown,CBD 2,High,None,Unknown,-1.0,2024-02-24 06:19:27.330059+00:00,1,Cubbon Park,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002008,planned,12.90407078,77.47050641,12.88059987,77.49657854,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India","NICE Expressway, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560062, India",vip_movement,True,,,closed,yes,2024-03-18 03:17:59.863207+00:00,Road Restriction for PM Visit,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-03-16 10:11:12.225849+00:00,1,Kengeri,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002015,planned,12.90123929,77.46726094,12.90510035,77.46929973,"Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India","NICE Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",vip_movement,True,,,closed,yes,2024-03-17 22:35:48.102589+00:00,Road Restriction for PM Visit,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-03-16 10:04:11.341283+00:00,1,Kengeri,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002017,planned,12.98875447,77.47251828,12.99146344,77.47282947,"Magadi Road, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India","NICE Road, Gollarahatti, Nada prabhu Kempegowda Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560091, India",vip_movement,True,,,closed,yes,2024-03-18 03:05:46.023827+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 10:01:49.266833+00:00,1,Kamakshipalya,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002018,planned,12.98773709,77.55986202,12.983454,77.560324,"Kanva Diagnostics, 2/10, Dr. Rajkumar Road, Rajajinagar 4M Block, Da.Ra. Bendre Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India","Dodda Aaladamara Road, Byalalu, S Golahalli, Bangalore South, Bengaluru Urban, Karnataka, 562130, India",construction,True,,2024-02-26 11:35:46+00:00,closed,yes,2024-02-26 11:35:47.765408+00:00,White Topping at Dr. [PERSON],Unknown,Non-corridor,Low,None,Unknown,-1.0,2023-11-28 05:58:21.056719+00:00,1,Rajajinagar,Unknown,12.9828467,77.58946,,,West Zone 2,NavarangBarJunc-Dr RajkumarRd,,,,,0,325.0827,0,0
FKID002026,planned,12.9693524,77.7006637,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-26 20:56:28.231000+00:00,2024-02-27 10:05:46+00:00,closed,yes,2024-02-27 10:35:48.213800+00:00,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-26 20:57:21.121188+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,26.0,2.0,0.0,0,789.29615,0,0
FKID002039,planned,13.0113867,77.54519,13.0115263,77.5451708,"Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)","Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",construction,True,2024-03-06 01:08:34.259000+00:00,2024-03-18 01:15:46+00:00,closed,yes,2024-03-18 01:35:48.075688+00:00,ನಮಸ್ತೆ ಸರ್ ಒಳಚರಂಡಿ ಕಾಮಗಾರಿ ಮಾಡುವುದರಿಂದ ರೋಡನ್ನು ಕ್ಲೋಸ್ [LOCATION],Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-06 01:17:16.666178+00:00,1,Rajajinagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,1.0,6.0,3.0,2.0,0,17287.195683333335,0,0
FKID002051,planned,13.05688083,77.47401009,13.05591878,77.47720242,"Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India","NICE Road, Anchepalya, Madhavara, Kudhurgere Colony, Bangalore North, Bengaluru Urban, Karnataka, 562162, India",vip_movement,True,,,closed,yes,2024-03-18 03:05:46.010721+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 09:50:37.268051+00:00,1,No Police Station,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002054,planned,13.05526533,77.47825398,13.05137671,77.47659795,"Manjunath Nagar, Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India","NICE Road, Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",vip_movement,True,,,closed,yes,2024-03-18 03:05:46.024331+00:00,Road Restriction for PM Visit,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-03-16 09:53:03.441985+00:00,1,No Police Station,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002057,planned,12.90123143,77.46735197,12.90512858,77.46933159,"Bangalore-Mysore Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India","NICE Road, Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",vip_movement,True,,,closed,yes,2024-03-18 03:05:46.028625+00:00,Road Restriction for PM Visit,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-03-16 10:07:40.940586+00:00,1,Kengeri,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002059,planned,13.0670028,77.6517305,0.0,0.0,"Hennur Main Road, Salarpuria Sattva Gold Summit, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",Unknown,construction,False,2024-02-27 06:34:43.079000+00:00,2024-02-28 06:34:46+00:00,closed,yes,2024-02-28 06:35:48.515608+00:00,White tapping progress in hennur bagalur main road sir,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-27 06:35:58.875786+00:00,1,Hennuru,Unknown,12.9828467,77.58946,,,Unknown,Unknown,6.0,27.0,2.0,1.0,0,1440.0486833333334,0,0
FKID002071,planned,12.9603835,77.5627726,0.0,0.0,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,procession,False,2024-03-18 07:44:34.804000+00:00,2024-03-18 09:44:46+00:00,closed,yes,2024-03-18 10:35:48.366960+00:00,krisht prossetion,Unknown,Mysore Road,High,None,Unknown,-1.0,2024-03-18 07:45:59.595097+00:00,1,Chamarajpet,Unknown,12.9828467,77.58946,,,Unknown,Unknown,7.0,18.0,3.0,0.0,0,120.1866,0,0
FKID002092,planned,12.9721302,77.6070396,0.0,0.0,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Unknown,construction,False,,2024-02-27 20:40:46+00:00,closed,yes,2024-02-27 21:35:48.126845+00:00,ಪ್ರವೇಟ್ ಪ್ರಾಪರ್ಟಿಯಲ್ಲಿರುವ ಹಳೆ ಮರದ  ನಾಲ್ಕು ರೆಂಬೆಗಳನ್ನು ಅರಣ್ಯ ಇಲಾಖೆಯಿಂದ ಅನುಮತಿ ಪಡೆದು ಕಟ್ ಮಾಡಿ ತೆರವು ಮಾಡಲಾಗಿರುತ್ತದೆ. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,Unknown,Old Madras Road,High,None,Unknown,-1.0,2024-02-27 20:45:20.713109+00:00,1,Ashok Nagar,Unknown,12.9828467,77.58946,,,Unknown,Unknown,,,,,0,325.0827,0,0
FKID002097,planned,12.9694819,77.7006441,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-27 20:53:27.002000+00:00,2024-02-28 10:05:46+00:00,closed,yes,2024-02-28 10:35:48.018138+00:00,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-27 20:56:21.988222+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,27.0,2.0,1.0,0,792.3166333333334,0,0
FKID002103,planned,12.9255592,77.6087154,0.0,0.0,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",Unknown,construction,False,2024-02-27 20:38:24.075000+00:00,2024-02-27 20:52:46+00:00,closed,yes,2024-02-27 21:35:48.111939+00:00,tavarekere [PERSON] wood,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-27 20:40:13.414902+00:00,1,Mico Layout,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,27.0,2.0,1.0,0,14.365416666666667,0,0
FKID002105,planned,12.9695714,77.700534,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-03-18 21:02:33.609000+00:00,2024-03-19 10:05:46+00:00,closed,yes,2024-03-19 10:35:48.669782+00:00,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-03-18 21:03:16.828120+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,21.0,18.0,3.0,0.0,0,783.2065166666667,0,0
FKID002110,planned,12.9360068,77.7070682,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Unknown,procession,False,2024-02-27 23:56:42.912000+00:00,2024-02-27 12:56:46+00:00,closed,yes,2024-02-28 00:35:48.616647+00:00,village festival,Unknown,Non-corridor,Low,None,Unknown,-1.0,2024-02-27 23:59:10.820954+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,23.0,27.0,2.0,1.0,0,-659.9485333333333,0,0
FKID002168,planned,12.9696034,77.7005489,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,construction,False,2024-02-28 20:51:52.392000+00:00,2024-02-29 10:05:46+00:00,closed,yes,2024-02-29 10:35:48.353441+00:00,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,Unknown,ORR East 2,High,None,Unknown,-1.0,2024-02-28 20:52:56.389827+00:00,1,HAL Old Airport,Unknown,12.9828467,77.58946,,,Unknown,Unknown,20.0,28.0,2.0,2.0,0,793.8934666666667,0,0
